sample_date,species_name,larger_group,density,avg_length,individuals_measured,ug_m2,ug_m3,ug_L
2011-06-15,chydorus,CLADOCERA,29709,0.31,91,41168.8471666852,13722.949055561732,13.722949055561733
2011-06-15,daphnia mendotae,CLADOCERA,50222,0.94,96,499415.4229140122,166471.80763800407,166.47180763800407
2011-06-15,daphnia retrocurva,CLADOCERA,18391,1.43,78,371913.6351141518,123971.21170471727,123.97121170471726
2011-06-15,daphnia pulicaria,CLADOCERA,55881,0.99,92,380272.17675517895,126757.39225172631,126.75739225172632
2011-06-15,sinobosmina fryei,CLADOCERA,2358,0.38,10,4838.5711705613585,1612.8570568537862,1.612857056853786
2011-07-13,copepod nauplii,COPEPODA,277283,0.5731928104575164,NA,322814.5509902079,107604.8503300693,107.6048503300693
2011-07-13,copepodites,COPEPODA,34660,0.55,49,58193.71966281719,19397.906554272395,19.397906554272396
2011-07-13,diacyclops thomasi,COPEPODA,12732,0.44,NA,22734.975049079487,7578.325016359829,7.578325016359829
2011-07-13,mesocyclops edax,COPEPODA,98322,1.1383269314459792,NA,1423339.670844786,474446.55694826203,474.446556948262
2011-07-13,diaptomid,COPEPODA,161984,1.26,93,817321.3584986182,272440.45283287275,272.4404528328727
2011-07-13,chydorus,CLADOCERA,2594,0.28,11,2938.631120468557,979.5437068228524,0.9795437068228524
2011-07-13,daphnia mendotae,CLADOCERA,8960,0.94,38,89099.64137847058,29699.880459490192,29.699880459490192
2011-07-13,daphnia retrocurva,CLADOCERA,7545,1.34,32,127559.64165144069,42519.88055048023,42.51988055048023
2011-07-13,daphnia pulicaria,CLADOCERA,1650,0.92,7,9197.917008977241,3065.972336325747,3.065972336325747
2011-07-13,diaphanosoma birgei,CLADOCERA,16977,0.86,69,73534.61651316218,24511.538837720727,24.511538837720728
2011-07-13,sinobosmina fryei,CLADOCERA,11318,0.4,48,26037.503046078153,8679.16768202605,8.679167682026051
2011-08-10,copepod nauplii,COPEPODA,64369,0.5731928104575164,NA,74938.7803532445,24979.5934510815,24.9795934510815
2011-08-10,copepodites,COPEPODA,10610,0.52,15,15570.426652979595,5190.142217659865,5.190142217659865
2011-08-10,diacyclops thomasi,COPEPODA,6366,0.44,NA,11367.487524539743,3789.1625081799143,3.7891625081799143
2011-08-10,mesocyclops edax,COPEPODA,74272,1.1383269314459792,NA,1075184.4351516848,358394.81171722827,358.39481171722827
2011-08-10,diaptomid,COPEPODA,511418,1.11,92,1889207.7799223259,629735.9266407753,629.7359266407752
2011-08-10,chydorus,CLADOCERA,2358,0.26,10,2306.7796066547044,768.9265355515681,0.7689265355515681
2011-08-10,daphnia mendotae,CLADOCERA,236,1.65,1,5551.286467953297,1850.428822651099,1.850428822651099
2011-08-10,diaphanosoma birgei,CLADOCERA,148545,0.93,90,698269.5627113691,232756.5209037897,232.7565209037897
2011-08-10,sinobosmina fryei,CLADOCERA,2829,0.31,12,3687.2706514943975,1229.0902171647992,1.2290902171647993
2011-09-15,copepod nauplii,COPEPODA,262429,0.5731928104575164,NA,305521.4340648697,101840.47802162323,101.84047802162323
2011-09-15,copepodites,COPEPODA,19099,0.52,27,28028.23549908174,9342.74516636058,9.342745166360581
2011-09-15,diacyclops thomasi,COPEPODA,16269,0.44,NA,29050.84111478748,9683.61370492916,9.68361370492916
2011-09-15,mesocyclops edax,COPEPODA,101152,1.1383269314459792,NA,1464307.6258140784,488102.54193802614,488.10254193802615
2011-09-15,diaptomid,COPEPODA,410266,1.21,93,1873815.064708969,624605.0215696563,624.6050215696563
2011-09-15,chydorus,CLADOCERA,3301,0.25,14,2988.0552842259153,996.0184280753051,0.9960184280753052
2011-09-15,daphnia mendotae,CLADOCERA,4480,0.99,19,48226.60539020821,16075.535130069404,16.075535130069404
2011-09-15,daphnia retrocurva,CLADOCERA,53759,1.21,91,686114.0927904471,228704.69759681568,228.70469759681566
2011-09-15,diaphanosoma birgei,CLADOCERA,3773,0.87,16,16541.21621064661,5513.738736882203,5.513738736882202
2011-09-15,sinobosmina fryei,CLADOCERA,23814,0.36,92,43317.55856651805,14439.186188839349,14.439186188839349
2011-11-01,copepod nauplii,COPEPODA,98322,0.5731928104575164,NA,114467.0689600849,38155.68965336163,38.155689653361634
2011-11-01,copepodites,COPEPODA,10610,0.46,15,11601.42359971249,3867.1411999041634,3.8671411999041636
2011-11-01,diacyclops thomasi,COPEPODA,31124,0.44,NA,55576.76432827128,18525.58810942376,18.525588109423758
2011-11-01,mesocyclops edax,COPEPODA,707,1.1383269314459792,NA,10234.750587734829,3411.583529244943,3.411583529244943
2011-11-01,diaptomid,COPEPODA,192401,1.33,90,1108897.8712957015,369632.62376523385,369.63262376523386
2011-11-01,chydorus,CLADOCERA,236,0.35,1,415.8437384432616,138.6145794810872,0.13861457948108719
2011-11-01,daphnia mendotae,CLADOCERA,20985,1.14,80,280331.8750244134,93443.95834147114,93.44395834147113
2011-11-01,daphnia retrocurva,CLADOCERA,78752,1.28,92,1173549.482735464,391183.1609118213,391.1831609118213
2011-11-01,daphnia pulicaria,CLADOCERA,472,1.13,2,4602.756680492113,1534.2522268307046,1.5342522268307046
2011-11-01,sinobosmina fryei,CLADOCERA,176131,0.4,90,405196.27575621055,135065.42525207018,135.06542525207018
2012-04-18,copepod nauplii,COPEPODA,228476,0.5731928104575164,NA,265993.1454580293,88664.38181934309,88.66438181934309
2012-04-18,copepodites,COPEPODA,19806,0.52,28,29065.77476804089,9688.591589346963,9.688591589346963
2012-04-18,diacyclops thomasi,COPEPODA,166936,0.44,NA,298090.3074766834,99363.43582556113,99.36343582556113
2012-04-18,mesocyclops edax,COPEPODA,6366,1.1383269314459792,NA,92156.18421714274,30718.728072380913,30.718728072380912
2012-04-18,diaptomid,COPEPODA,244745,1.27,93,1259157.8280485875,419719.2760161958,419.7192760161958
2012-04-18,chydorus,CLADOCERA,1415,0.37,6,2783.233452909668,927.7444843032226,0.9277444843032226
2012-04-18,daphnia mendotae,CLADOCERA,94314,1.39,92,1706495.3785026392,568831.7928342131,568.8317928342132
2012-04-18,daphnia retrocurva,CLADOCERA,943,1.49,4,21356.466825750762,7118.822275250254,7.118822275250254
2012-04-18,daphnia pulicaria,CLADOCERA,7545,0.97,32,48571.44382579629,16190.48127526543,16.19048127526543
2012-04-18,sinobosmina fryei,CLADOCERA,75451,0.39,90,164053.24799354532,54684.41599784844,54.68441599784844
2012-06-13,copepod nauplii,COPEPODA,464025,0.5731928104575164,NA,540220.7204308638,180073.5734769546,180.0735734769546
2012-06-13,copepodites,COPEPODA,35368,0.56,25,62006.736029709515,20668.91200990317,20.66891200990317
2012-06-13,diacyclops thomasi,COPEPODA,28294,0.44,NA,50523.35721321513,16841.11907107171,16.84111907107171
2012-06-13,mesocyclops edax,COPEPODA,58003,1.1383269314459792,NA,839669.3611603724,279889.78705345746,279.88978705345744
2012-06-13,diaptomid,COPEPODA,280113,1.23,93,1332014.7286116562,444004.90953721874,444.00490953721874
2012-06-13,chydorus,CLADOCERA,11789,0.33,25,18488.77877570018,6162.926258566727,6.162926258566727
2012-06-13,daphnia mendotae,CLADOCERA,64134,1.13,92,845272.3570269572,281757.45234231907,281.7574523423191
2012-06-13,daphnia retrocurva,CLADOCERA,2358,1.04,5,19830.285330691593,6610.095110230531,6.610095110230531
2012-06-13,daphnia pulicaria,CLADOCERA,19334,0.67,41,45493.340729500174,15164.446909833392,15.164446909833392
2012-06-13,diaphanosoma birgei,CLADOCERA,3301,0.86,7,14298.036703183623,4766.012234394541,4.766012234394541
2012-06-13,sinobosmina fryei,CLADOCERA,23579,0.35,50,40279.60264355014,13426.534214516714,13.426534214516714
2012-07-12,copepod nauplii,COPEPODA,80639,0.5731928104575164,NA,93880.41307003809,31293.471023346032,31.293471023346033
2012-07-12,copepodites,COPEPODA,14147,0.43,10,13157.268922005296,4385.756307335098,4.3857563073350985
2012-07-12,mesocyclops edax,COPEPODA,14147,1.1383269314459792,NA,204796.34591893156,68265.44863964386,68.26544863964386
2012-07-12,diaptomid,COPEPODA,414510,1.04,96,1304506.4027655066,434835.4675885022,434.83546758850224
2012-07-12,daphnia pulicaria,CLADOCERA,46685,0.59,84,77731.57847786693,25910.526159288976,25.910526159288978
2012-07-12,diaphanosoma birgei,CLADOCERA,243330,0.93,94,1143828.01638936,381276.00546312,381.27600546312
2012-07-12,sinobosmina fryei,CLADOCERA,4244,0.31,9,5531.557668767135,1843.8525562557115,1.8438525562557115
2012-08-08,copepod nauplii,COPEPODA,121665,0.5731928104575164,NA,141643.13119168373,47214.37706389458,47.21437706389458
2012-08-08,copepodites,COPEPODA,14854,0.49,21,18901.27566344711,6300.4252211490375,6.3004252211490375
2012-08-08,diacyclops thomasi,COPEPODA,8488,0.44,NA,15156.650032719659,5052.216677573219,5.052216677573219
2012-08-08,mesocyclops edax,COPEPODA,3537,1.1383269314459792,NA,51202.705557026995,17067.568519008997,17.067568519008997
2012-08-08,diaptomid,COPEPODA,1364488,1.07,95,4605353.819982942,1535117.939994314,1535.117939994314
2012-08-08,daphnia mendotae,CLADOCERA,943,0.92,4,9073.765074724497,3024.588358241499,3.024588358241499
2012-08-08,daphnia retrocurva,CLADOCERA,236,0.94,1,1502.2035057219214,500.7345019073071,0.5007345019073071
2012-08-08,daphnia pulicaria,CLADOCERA,4244,0.8980666666666667,NA,22155.285812973074,7385.095270991024,7.385095270991024
2012-08-08,diaphanosoma birgei,CLADOCERA,182733,0.91,92,839672.5711390589,279890.857046353,279.890857046353
2012-08-08,sinobosmina fryei,CLADOCERA,113177,0.32,94,158330.9115116314,52776.97050387713,52.77697050387713
2012-09-05,copepod nauplii,COPEPODA,93371,0.5731928104575164,NA,108703.08472032797,36234.36157344266,36.234361573442655
2012-09-05,copepodites,COPEPODA,8488,0.55,12,14251.24906226175,4750.41635408725,4.75041635408725
2012-09-05,diacyclops thomasi,COPEPODA,3537,0.44,NA,6315.866065707992,2105.2886885693306,2.1052886885693307
2012-09-05,mesocyclops edax,COPEPODA,63662,1.1383269314459792,NA,921590.7947897803,307196.9315965934,307.1969315965934
2012-09-05,diaptomid,COPEPODA,483124,1.1,93,1745395.3149277123,581798.4383092375,581.7984383092374
2012-09-05,chydorus,CLADOCERA,236,0.25,1,213.62649108673617,71.2088303622454,0.07120883036224539
2012-09-05,daphnia mendotae,CLADOCERA,4951,1.31,21,81814.29035450287,27271.430118167624,27.271430118167622
2012-09-05,daphnia retrocurva,CLADOCERA,236,1.18,1,2810.7111432293514,936.9037144097838,0.9369037144097838
2012-09-05,daphnia pulicaria,CLADOCERA,110112,0.8980666666666667,NA,574826.3033548754,191608.76778495847,191.60876778495847
2012-09-05,diaphanosoma birgei,CLADOCERA,62955,0.97,92,309255.94440715114,103085.31480238371,103.0853148023837
2012-09-05,sinobosmina fryei,CLADOCERA,45742,0.33,94,68534.98000932,22844.993336440002,22.84499333644
2012-10-30,copepod nauplii,COPEPODA,92664,0.5731928104575164,NA,107879.99103066768,35959.997010222556,35.95999701022256
2012-10-30,copepodites,COPEPODA,12732,0.54,18,20455.907818945754,6818.635939648585,6.818635939648585
2012-10-30,diacyclops thomasi,COPEPODA,38905,0.44,NA,69470.9554103391,23156.9851367797,23.1569851367797
2012-10-30,diaptomid,COPEPODA,84883,1.32,89,480221.69814765087,160073.8993825503,160.0738993825503
2012-10-30,chydorus,CLADOCERA,707,0.38,3,1466.02063944213,488.67354648071,0.48867354648071
2012-10-30,daphnia mendotae,CLADOCERA,29002,1.17,86,403137.9273466412,134379.30911554708,134.37930911554707
2012-10-30,daphnia pulicaria,CLADOCERA,236,1.06,1,1933.9560868306298,644.6520289435433,0.6446520289435433
2012-10-30,diaphanosoma birgei,CLADOCERA,236,1.05,1,1259.4671273284994,419.82237577616644,0.41982237577616643
2012-10-30,sinobosmina fryei,CLADOCERA,655954,0.47,105,2161844.4259080123,720614.8086360041,720.6148086360041
2013-02-25,copepod nauplii,COPEPODA,185327,0.5731928104575164,NA,215758.81785526793,71919.60595175598,71.91960595175598
2013-02-25,copepodites,COPEPODA,14854,0.57,21,27171.910637327837,9057.303545775945,9.057303545775945
2013-02-25,diacyclops thomasi,COPEPODA,207962,0.44,NA,371348.63973897806,123782.87991299269,123.7828799129927
2013-02-25,diaptomid,COPEPODA,43149,1.41,61,287117.021701122,95705.673900374,95.705673900374
2013-02-25,chydorus,CLADOCERA,3065,0.3,13,3980.3455595284363,1326.7818531761454,1.3267818531761455
2013-02-25,daphnia mendotae,CLADOCERA,4244,1.25,18,65276.18760494952,21758.72920164984,21.75872920164984
2013-02-25,daphnia pulicaria,CLADOCERA,236,2.33,1,16474.898979233407,5491.632993077802,5.491632993077802
2013-02-25,diaphanosoma birgei,CLADOCERA,236,0.88,1,1047.0860835821472,349.0286945273824,0.3490286945273824
2013-02-25,sinobosmina fryei,CLADOCERA,12497,0.53,53,53835.26166158865,17945.08722052955,17.945087220529548
2013-04-30,copepod nauplii,COPEPODA,618936,0.5731928104575164,NA,720569.0465397277,240189.68217990923,240.18968217990923
2013-04-30,copepodites,COPEPODA,42441,0.5,60,56687.94623401403,18895.982078004676,18.895982078004675
2013-04-30,diacyclops thomasi,COPEPODA,199474,0.44,NA,356191.9897062584,118730.66323541947,118.73066323541947
2013-04-30,mesocyclops edax,COPEPODA,5659,1.1383269314459792,NA,81921.43362940791,27307.14454313597,27.307144543135973
2013-04-30,diaptomid,COPEPODA,35368,1.01,49,103573.8856575373,34524.62855251243,34.52462855251243
2013-04-30,chydorus,CLADOCERA,66963,0.32,96,98812.26676923194,32937.422256410646,32.93742225641065
2013-04-30,daphnia mendotae,CLADOCERA,5659,1.21,24,82814.34521317645,27604.781737725483,27.60478173772548
2013-04-30,daphnia pulicaria,CLADOCERA,1415,0.91,6,7656.877148680817,2552.292382893606,2.5522923828936057
2013-04-30,sinobosmina fryei,CLADOCERA,6130,0.39,26,13328.470268126768,4442.823422708922,4.442823422708923
2013-06-12,copepod nauplii,COPEPODA,288601,0.5731928104575164,NA,335991.03526117717,111997.01175372572,111.99701175372572
2013-06-12,copepodites,COPEPODA,42441,0.38,30,29338.867417737507,9779.622472579169,9.779622472579169
2013-06-12,diacyclops thomasi,COPEPODA,2829,0.44,NA,5051.6214588317525,1683.8738196105842,1.6838738196105842
2013-06-12,diaptomid,COPEPODA,360751,0.77,94,541980.8174027674,180660.27246758912,180.66027246758912
2013-06-12,chydorus,CLADOCERA,29709,0.28,63,33656.04932845041,11218.68310948347,11.21868310948347
2013-06-12,daphnia mendotae,CLADOCERA,119779,1.28,91,1910385.8087095139,636795.269569838,636.795269569838
2013-06-12,daphnia retrocurva,CLADOCERA,472,1.21,1,6024.030428339273,2008.0101427797579,2.008010142779758
2013-06-12,daphnia pulicaria,CLADOCERA,1415,0.94,3,8363.091603255378,2787.697201085126,2.787697201085126
2013-06-12,sinobosmina fryei,CLADOCERA,93371,0.4,92,214803.6487820607,71601.21626068691,71.60121626068691
2013-07-10,copepod nauplii,COPEPODA,241208,0.5731928104575164,NA,280815.8171083192,93605.27236943973,93.60527236943973
2013-07-10,copepodites,COPEPODA,31831,0.46,45,34805.364241512565,11601.788080504188,11.601788080504187
2013-07-10,diacyclops thomasi,COPEPODA,14147,0.44,NA,25261.678606607566,8420.559535535855,8.420559535535855
2013-07-10,mesocyclops edax,COPEPODA,79224,1.1383269314459792,NA,1146871.118193358,382290.37273111934,382.29037273111936
2013-07-10,diaptomid,COPEPODA,171180,1.13,96,660746.9712319919,220248.99041066397,220.24899041066396
2013-07-10,chydorus,CLADOCERA,16741,0.25,70,15153.902912216314,5051.300970738771,5.051300970738771
2013-07-10,daphnia,CLADOCERA,10846,0.64,NA,48502.52612212566,16167.50870737522,16.16750870737522
2013-07-10,daphnia mendotae,CLADOCERA,3773,1.7,16,92898.2321536001,30966.077384533364,30.966077384533364
2013-07-10,diaphanosoma birgei,CLADOCERA,707,0.93,3,3323.4143245275036,1107.8047748425013,1.1078047748425013
2013-07-10,sinobosmina fryei,CLADOCERA,3301,0.32,14,4617.990748119276,1539.3302493730919,1.5393302493730918
2013-08-08,copepod nauplii,COPEPODA,113884,0.5731928104575164,NA,132584.4437811508,44194.81459371693,44.194814593716934
2013-08-08,copepodites,COPEPODA,10610,0.45,15,11005.316107669716,3668.438702556572,3.668438702556572
2013-08-08,diacyclops thomasi,COPEPODA,6366,0.44,NA,11367.487524539743,3789.1625081799143,3.7891625081799143
2013-08-08,mesocyclops edax,COPEPODA,4951,1.1383269314459792,NA,71672.20673249665,23890.735577498883,23.890735577498884
2013-08-08,diaptomid,COPEPODA,707,0.73,1,931.5428520670824,310.5142840223608,0.3105142840223608
2013-08-08,chydorus,CLADOCERA,943,0.27,4,994.0780015663496,331.35933385544985,0.33135933385544986
2013-08-08,sinobosmina fryei,CLADOCERA,2122,0.28,9,2204.362755843328,734.7875852811094,0.7347875852811094
2013-09-09,copepod nauplii,COPEPODA,98322,0.5731928104575164,NA,114467.0689600849,38155.68965336163,38.155689653361634
2013-09-09,copepodites,COPEPODA,30416,0.59,43,60439.941023342704,20146.647007780903,20.146647007780903
2013-09-09,diacyclops thomasi,COPEPODA,9196,0.44,NA,16420.8946395959,5473.631546531967,5.4736315465319665
2013-09-09,mesocyclops edax,COPEPODA,3537,1.1383269314459792,NA,51202.705557026995,17067.568519008997,17.067568519008997
2013-09-09,diaptomid,COPEPODA,707,0.98,1,1922.4043833816154,640.8014611272051,0.6408014611272052
2013-09-09,chydorus,CLADOCERA,5187,0.22,22,3645.5012364661,1215.1670788220333,1.2151670788220332
2013-09-09,sinobosmina fryei,CLADOCERA,7309,0.27,31,7001.460549349359,2333.820183116453,2.333820183116453
2013-10-31,copepod nauplii,COPEPODA,106811,0.5731928104575164,NA,124350.01426634556,41450.00475544852,41.45000475544852
2013-10-31,copepodites,COPEPODA,5659,0.44,8,5561.644456332793,1853.8814854442644,1.8538814854442645
2013-10-31,diacyclops thomasi,COPEPODA,6366,0.44,NA,11367.487524539743,3789.1625081799143,3.7891625081799143
2013-10-31,diaptomid,COPEPODA,707,1.06,1,2331.7448723937023,777.2482907979007,0.7772482907979007
2013-10-31,chydorus,CLADOCERA,3301,0.26,14,3229.2957937095757,1076.4319312365253,1.0764319312365254
2013-10-31,sinobosmina fryei,CLADOCERA,45271,0.36,90,82347.74476630715,27449.248255435716,27.449248255435716
2014-05-02,copepod nauplii,COPEPODA,183205,0.5731928104575164,NA,213288.3725802196,71096.12419340653,71.09612419340654
2014-05-02,copepodites,COPEPODA,55174,0.47,78,63525.25748143634,21175.085827145445,21.175085827145445
2014-05-02,diacyclops thomasi,COPEPODA,123080,0.44,NA,219778.56809933265,73259.52269977755,73.25952269977755
2014-05-02,mesocyclops edax,COPEPODA,4951,1.1383269314459792,NA,71672.20673249665,23890.735577498883,23.890735577498884
2014-05-02,chydorus,CLADOCERA,5659,0.31,24,7841.883136971002,2613.961045657001,2.6139610456570006
2014-05-02,daphnia pulicaria,CLADOCERA,2358,0.75,9,7540.724762895123,2513.5749209650407,2.513574920965041
2014-05-02,sinobosmina fryei,CLADOCERA,23107,0.35,88,39473.29311185856,13157.764370619521,13.157764370619521
2014-06-12,copepod nauplii,COPEPODA,95493,0.5731928104575164,NA,111173.52999537629,37057.84333179209,37.05784333179209
2014-06-12,copepodites,COPEPODA,22635,0.51,32,31704.873585126956,10568.291195042319,10.568291195042319
2014-06-12,diacyclops thomasi,COPEPODA,3537,0.44,NA,6315.866065707992,2105.2886885693306,2.1052886885693307
2014-06-12,mesocyclops edax,COPEPODA,63662,1.1383269314459792,NA,921590.7947897803,307196.9315965934,307.1969315965934
2014-06-12,tropocyclops,COPEPODA,707,0.70225,NA,4352.255387999091,1450.751795999697,1.450751795999697
2014-06-12,diaptomid,COPEPODA,14854,0.91,21,33658.47482154172,11219.491607180573,11.219491607180572
2014-06-12,chydorus,CLADOCERA,3065,0.26,13,2998.4221774370944,999.4740591456981,0.9994740591456981
2014-06-12,daphnia mendotae,CLADOCERA,10139,0.72,43,67046.02179212274,22348.67393070758,22.34867393070758
2014-06-12,daphnia parvula,CLADOCERA,7545,0.81,32,59746.26004233543,19915.42001411181,19.91542001411181
2014-06-12,daphnia retrocurva,CLADOCERA,2358,1.19,10,28743.9000964712,9581.300032157067,9.581300032157067
2014-06-12,diaphanosoma birgei,CLADOCERA,1179,0.66,5,3872.1149959513996,1290.7049986504665,1.2907049986504664
2014-06-12,sinobosmina fryei,CLADOCERA,23579,0.31,87,30732.468961324284,10244.156320441429,10.244156320441428
2014-07-10,copepod nauplii,COPEPODA,65784,0.5731928104575164,NA,76586.1319386325,25528.710646210835,25.528710646210836
2014-07-10,copepodites,COPEPODA,15562,0.51,22,21797.713396586954,7265.9044655289845,7.265904465528984
2014-07-10,diacyclops thomasi,COPEPODA,1415,0.44,NA,2526.703557528077,842.2345191760256,0.8422345191760257
2014-07-10,mesocyclops edax,COPEPODA,30416,1.1383269314459792,NA,440311.41991024406,146770.47330341468,146.7704733034147
2014-07-10,tropocyclops,COPEPODA,2122,0.70225,NA,13062.922112212264,4354.3073707374215,4.354307370737422
2014-07-10,diaptomid,COPEPODA,8488,0.88,12,17710.95307668242,5903.651025560807,5.903651025560808
2014-07-10,chydorus,CLADOCERA,2358,0.24,10,1968.7521153896787,656.2507051298929,0.6562507051298929
2014-07-10,daphnia retrocurva,CLADOCERA,472,1.28,2,7033.667155769237,2344.5557185897455,2.3445557185897457
2014-07-10,diaphanosoma birgei,CLADOCERA,3301,0.72,14,11873.85347085941,3957.951156953137,3.9579511569531367
2014-07-10,sinobosmina fryei,CLADOCERA,4716,0.28,20,4899.045596869526,1633.0151989565086,1.6330151989565085
2014-08-06,copepod nauplii,COPEPODA,31124,0.5731928104575164,NA,36234.74964213179,12078.249880710597,12.078249880710597
2014-08-06,copepodites,COPEPODA,7781,0.51,11,10898.856698293477,3632.9522327644922,3.632952232764492
2014-08-06,diacyclops thomasi,COPEPODA,2122,0.44,NA,3789.1625081799148,1263.0541693933048,1.2630541693933048
2014-08-06,mesocyclops edax,COPEPODA,30416,1.1383269314459792,NA,440311.41991024406,146770.47330341468,146.7704733034147
2014-08-06,diaptomid,COPEPODA,3537,1.01,5,10357.974258389206,3452.6580861297352,3.4526580861297353
2014-08-06,chydorus,CLADOCERA,11318,0.24,48,9449.676184045964,3149.892061348655,3.149892061348655
2014-08-06,diaphanosoma birgei,CLADOCERA,2829,0.73,12,10323.87250610488,3441.2908353682938,3.4412908353682936
2014-08-06,sinobosmina fryei,CLADOCERA,4244,0.25,18,3424.531505541896,1141.5105018472987,1.1415105018472986
2014-09-08,copepod nauplii,COPEPODA,69321,0.5731928104575164,NA,80703.92879906883,26901.30959968961,26.90130959968961
2014-09-08,copepodites,COPEPODA,22635,0.37,32,14677.150280051157,4892.383426683719,4.892383426683719
2014-09-08,diacyclops thomasi,COPEPODA,1415,0.44,NA,2526.703557528077,842.2345191760256,0.8422345191760257
2014-09-08,mesocyclops edax,COPEPODA,7781,1.1383269314459792,NA,112640.16170178882,37546.72056726294,37.546720567262945
2014-09-08,tropocyclops,COPEPODA,33953,0.70225,NA,209012.9097436112,69670.96991453707,69.67096991453707
2014-09-08,diaptomid,COPEPODA,707,0.74,1,963.2491454310831,321.0830484770277,0.32108304847702773
2014-09-08,chydorus,CLADOCERA,1650,0.25,7,1493.5750436148926,497.8583478716309,0.49785834787163086
2014-09-08,diaphanosoma birgei,CLADOCERA,236,0.51,1,591.9249984941214,197.3083328313738,0.1973083328313738
2014-09-08,sinobosmina fryei,CLADOCERA,8252,0.26,35,7266.981034373333,2422.3270114577776,2.4223270114577775
2014-11-03,copepod nauplii,COPEPODA,47393,0.5731928104575164,NA,55175.21815285799,18391.739384285996,18.391739384285998
2014-11-03,copepodites,COPEPODA,17684,0.44,25,17379.77037741458,5793.256792471527,5.793256792471527
2014-11-03,diacyclops thomasi,COPEPODA,2122,0.44,NA,3789.1625081799148,1263.0541693933048,1.2630541693933048
2014-11-03,mesocyclops edax,COPEPODA,1415,1.1383269314459792,NA,20483.977484646086,6827.992494882029,6.827992494882029
2014-11-03,tropocyclops,COPEPODA,20513,0.70225,NA,126276.96573412354,42092.321911374514,42.09232191137451
2014-11-03,diaptomid,COPEPODA,707,0.91,1,1602.0291974437857,534.009732481262,0.5340097324812619
2014-11-03,chydorus,CLADOCERA,11318,0.27,48,11931.044349658478,3977.0147832194925,3.9770147832194924
2014-11-03,sinobosmina fryei,CLADOCERA,150667,0.33,98,225743.51434270944,75247.83811423648,75.24783811423649
2015-01-28,copepod nauplii,COPEPODA,29002,0.5731928104575164,NA,33764.30436708348,11254.76812236116,11.25476812236116
2015-01-28,copepodites,COPEPODA,4244,0.46,6,4640.569439884996,1546.8564799616654,1.5468564799616653
2015-01-28,diacyclops thomasi,COPEPODA,83468,0.44,NA,149045.1537383417,49681.717912780565,49.68171791278056
2015-01-28,tropocyclops,COPEPODA,16977,0.70225,NA,104509.5328459131,34836.5109486377,34.836510948637695
2015-01-28,chydorus,CLADOCERA,6366,0.29,27,7730.556771017704,2576.8522570059013,2.576852257005901
2015-01-28,sinobosmina fryei,CLADOCERA,8488,0.39,36,18455.474002587278,6151.824667529093,6.151824667529093
2015-04-17,copepod nauplii,COPEPODA,552444,0.5731928104575164,NA,643158.6567053675,214386.21890178917,214.38621890178916
2015-04-17,copepodites,COPEPODA,86297,0.47,91,99359.10292665951,33119.70097555317,33.11970097555317
2015-04-17,diacyclops thomasi,COPEPODA,145715,0.44,NA,260196.89673865988,86732.29891288663,86.73229891288663
2015-04-17,mesocyclops edax,COPEPODA,2122,1.1383269314459792,NA,30718.728072380913,10239.57602412697,10.23957602412697
2015-04-17,chydorus,CLADOCERA,31831,0.3,90,41337.15481414345,13779.051604714483,13.779051604714484
2015-04-17,daphnia pulicaria,CLADOCERA,1650,0.78,7,5870.619267970803,1956.8730893236009,1.9568730893236008
2015-04-17,sinobosmina fryei,CLADOCERA,49986,0.35,95,85390.22934562522,28463.409781875074,28.463409781875075
2015-06-11,copepod nauplii,COPEPODA,199474,0.5731928104575164,NA,232228.84109094582,77409.61369698193,77.40961369698194
2015-06-11,copepodites,COPEPODA,41027,0.43,58,38156.73090147107,12718.910300490357,12.718910300490357
2015-06-11,diacyclops thomasi,COPEPODA,2829,0.44,NA,5051.6214588317525,1683.8738196105842,1.6838738196105842
2015-06-11,mesocyclops edax,COPEPODA,46685,1.1383269314459792,NA,675826.4939015565,225275.49796718548,225.2754979671855
2015-06-11,tropocyclops,COPEPODA,5659,0.70225,NA,34836.510948637704,11612.170316212569,11.612170316212568
2015-06-11,diaptomid,COPEPODA,4244,0.85,6,8131.2089339880695,2710.4029779960233,2.7104029779960235
2015-06-11,chydorus,CLADOCERA,22635,0.25,87,20489.134007407938,6829.711335802646,6.829711335802647
2015-06-11,daphnia mendotae,CLADOCERA,2122,0.65,9,11999.22239540406,3999.74079846802,3.9997407984680198
2015-06-11,daphnia parvula,CLADOCERA,236,0.74,1,1627.4141407082238,542.4713802360747,0.5424713802360747
2015-06-11,daphnia pulicaria,CLADOCERA,472,0.74,2,1455.3080391691997,485.10267972306656,0.48510267972306653
2015-06-11,diaphanosoma birgei,CLADOCERA,3301,0.7,14,11529.204367515973,3843.0681225053245,3.8430681225053247
2015-06-11,sinobosmina fryei,CLADOCERA,216215,0.29,96,242881.76747018096,80960.58915672699,80.96058915672698
2015-07-10,copepod nauplii,COPEPODA,96200,0.5731928104575164,NA,111996.62368503658,37332.207895012194,37.332207895012196
2015-07-10,copepodites,COPEPODA,24050,0.48,34,29125.350123649467,9708.450041216489,9.708450041216489
2015-07-10,diacyclops thomasi,COPEPODA,1415,0.44,NA,2526.703557528077,842.2345191760256,0.8422345191760257
2015-07-10,mesocyclops edax,COPEPODA,53759,1.1383269314459792,NA,778231.9050156105,259410.6350052035,259.4106350052035
